mean_auc,std_auc,rank_test_score,mean_fit_time,std_fit_time,clf__class_weight,clf__criterion,clf__max_depth,clf__min_samples_leaf
0.8516115729159452,0.0029424305592548974,187,1.1095004081726074,0.008689947167025537,,gini,9,34
0.8515100831382092,0.002842404738681012,188,1.7391448020935059,0.06308257388417558,balanced,log_loss,13,14
0.8515100831382092,0.002842404738681012,188,1.672072982788086,0.01039658240586101,balanced,entropy,13,14
0.8514454532807691,0.002406531680153432,190,1.8370865821838378,0.013931457144351246,balanced,gini,15,34
0.8513295503061578,0.00300793895375347,191,1.1438139438629151,0.019614533844492816,,gini,9,14
0.8513063384971489,0.0034992740474657333,192,1.0861006259918213,0.013114607213506328,,entropy,9,98
0.8513063384971489,0.0034992740474657333,192,1.0719136238098144,0.008811550689418763,,log_loss,9,98
0.8512122710468895,0.002766124090503455,194,1.1118541717529298,0.0012577784159722115,,gini,9,24
0.8511749694220978,0.00296554052887388,195,1.1035026073455811,0.022043339873723353,,gini,9,58
0.8510783509951463,0.0028934240347045412,196,1.102691650390625,0.015638091765139202,,gini,9,78
0.8510735913144453,0.003857944384868793,197,1.1449659824371339,0.038102303381693035,balanced,gini,9,108
0.8510252120257966,0.0035747820219125255,198,1.8075387477874756,0.0797875982131479,balanced,gini,13,14
0.8510120235278933,0.002819376982629302,199,1.1072030067443848,0.02092353358998559,,gini,9,68
0.851004772725496,0.002866264067166485,200,1.0792722225189209,0.006233336968457849,,gini,9,88
0.850934611246133,0.0018102305056378473,201,1.8902692317962646,0.03444297757742683,,entropy,15,24
0.850934611246133,0.0018102305056378473,201,1.876518154144287,0.05033028751589859,,log_loss,15,24
0.850882946984185,0.002917424301911666,203,1.0920483589172363,0.02109099319503791,,gini,9,98
0.8508817164387018,0.002301303410053333,204,1.8418707370758056,0.040065808272686104,,gini,15,24
0.8502414909117204,0.0037050325827033,205,1.1120987415313721,0.015532356188142882,,entropy,9,108
0.8502414909117204,0.0037050325827033,205,1.1073595046997071,0.028212036775210867,,log_loss,9,108
0.8501919391442826,0.0034329450669114926,207,1.0909359455108643,0.01747454997904104,,gini,9,108
0.8501368709877901,0.0019764032285820906,208,1.8894031524658204,0.02409386201475132,balanced,log_loss,15,24
0.8501368709877901,0.0019764032285820906,208,2.1141316413879396,0.28357655853157837,balanced,entropy,15,24
0.8497192294740816,0.002249821520619789,210,1.9227237701416016,0.05817285739953462,balanced,gini,15,24
0.8482090748930947,0.002152649538472023,211,1.9126814365386964,0.06474341985064251,,gini,15,14
0.8467199601210067,0.0024304011395656646,212,1.9227271556854248,0.0564026112286105,,entropy,15,14
0.8467199601210067,0.0024304011395656646,212,1.8966113090515138,0.03516125926528336,,log_loss,15,14
0.8465835642284365,0.0027304331875852112,214,2.0849953174591063,0.09081099088757255,balanced,log_loss,15,14
0.8465835642284365,0.0027304331875852112,214,2.0875932216644286,0.12568722333049612,balanced,entropy,15,14
0.8452924872012086,0.0028711498689546117,216,2.0166874885559083,0.0777385562109155,balanced,gini,15,14
