param_clf__max_depth_str,53,55,57
10,0.8551941909332894,0.8550581391546815,0.8549477784918025
12,0.8553423563616557,0.855074216647046,0.8548307713685315
8,0.8495688658288454,0.8494433052919191,0.8493425668112522
